title,authors,year,source,paper,citations no.
Machine learning techniques applied to wireless ad-hoc networks: Guide and survey,A Forster,2007,https://ieeexplore.ieee.org/abstract/document/4496871/,https://www.researchgate.net/profile/Anna-Foerster-2/publication/235930508_Machine_Learning_Techniques_Applied_to_Wireless_Ad-Hoc_Networks_Guide_and_Survey/links/02e7e517d303a3f45e000000/Machine-Learning-Techniques-Applied-to-Wireless-Ad-Hoc-Networks-Guide-and-Survey.pdf,165
Estimation of energy consumption in machine learning,"E García-Martín, CF Rodrigues, G Riley…",2019,https://www.sciencedirect.com/science/article/pii/S0743731518308773,https://www.sciencedirect.com/science/article/pii/S0743731518308773,164
A machine learning framework to forecast wave conditions,"SC James, Y Zhang, F O'Donncha",2018,https://www.sciencedirect.com/science/article/pii/S0378383917304969,https://arxiv.org/pdf/1709.08725,164
Machine learning for hackers,"D Conway, J White",2012,https://books.google.com/books?hl=en&lr=lang_en&id=hK3icX75MdQC&oi=fnd&pg=PR3&dq=machine+learning&ots=N7GXsM5tjr&sig=gq6Jih89W4_WUJZ-bIaM0puWE0c,n/a,164
Applying machine learning to agricultural data,"RJ McQueen, SR Garner, CG Nevill-Manning…",1995,https://www.sciencedirect.com/science/article/pii/0168169995986019,https://researchcommons.waikato.ac.nz/bitstream/handle/10289/1142/uow-cs-wp-1994-13.pdf?sequence=1,164
Interpretml: A unified framework for machine learning interpretability,"H Nori, S Jenkins, P Koch, R Caruana",2019,https://arxiv.org/abs/1909.09223,https://arxiv.org/pdf/1909.09223?ref=https://githubhelp.com,164
Machine learning of natural language,"DMW Powers, CCR Turk",2012,https://books.google.com/books?hl=en&lr=lang_en&id=yTP2BwAAQBAJ&oi=fnd&pg=PA1&dq=machine+learning&ots=jV_lWh17pC&sig=-LhlfKt6sLT_HWOAIRWbRiY6o_M,n/a,164
Machine learning in computer vision,"N Sebe, I Cohen, A Garg, TS Huang",2005,https://books.google.com/books?hl=en&lr=lang_en&id=lemw2Rhr_PEC&oi=fnd&pg=PR11&dq=machine+learning&ots=X59JUXZvoF&sig=K0c-x6kOWQkLUgKcIrlaTQDAf5I,http://kto.tam.free.fr/M/003/Machine.Learning.in.Computer.Vision.Springer.Aug.2005.eBook-DDU/Machine.Learning.in.Computer.Vision.Springer.Aug.2005.eBook-DDU.pdf,162
Current and future applications of statistical machine learning algorithms for agricultural machine vision systems,"TU Rehman, MS Mahmud, YK Chang, J Jin…",2019,https://www.sciencedirect.com/science/article/pii/S0168169918304289,n/a,162
Toward harnessing user feedback for machine learning,"S Stumpf, V Rajaram, L Li, M Burnett…",2007,https://dl.acm.org/doi/abs/10.1145/1216295.1216316,https://ir.library.oregonstate.edu/downloads/00000120p,162
Classification in conservation biology: a comparison of five machine-learning methods,"C Kampichler, R Wieland, S Calmé…",2010,https://www.sciencedirect.com/science/article/pii/S157495411000066X,https://www.researchgate.net/profile/Sophie-Calme/publication/220109984_Classification_in_conservation_biology_A_comparison_of_five_machine-learning_methods/links/5ab043430f7e9b4897c1d790/Classification-in-conservation-biology-A-comparison-of-five-machine-learning-methods.pdf,162
A survey of methods for distributed machine learning,"D Peteiro-Barral, B Guijarro-Berdiñas",2013,https://link.springer.com/article/10.1007/s13748-012-0035-5,https://link.springer.com/article/10.1007/s13748-012-0035-5,162
ADVISOR: A machine learning architecture for intelligent tutor construction,"J Beck, BP Woolf, CR Beal",2000,https://www.aaai.org/Papers/AAAI/2000/AAAI00-084.pdf,https://www.aaai.org/Papers/AAAI/2000/AAAI00-084.pdf,161
Argument based machine learning,"M Možina, J Žabkar, I Bratko",2007,https://www.sciencedirect.com/science/article/pii/S0004370207000690,https://www.sciencedirect.com/science/article/pii/S0004370207000690/pdf?md5=fe65ce16593f0289091cf1b4e23fa47c&pid=1-s2.0-S0004370207000690-main.pdf&_valck=1,160
Machine learning in compiler optimization,"Z Wang, M O'Boyle",2018,https://ieeexplore.ieee.org/abstract/document/8357388/,https://arxiv.org/pdf/1805.03441,158
Machine learning in complex networks,"TC Silva, L Zhao",2016,https://link.springer.com/content/pdf/10.1007/978-3-319-17290-3.pdf,n/a,158
Productivity and selection of human capital with machine learning,"A Chalfin, O Danieli, A Hillis, Z Jelveh, M Luca…",2016,https://www.aeaweb.org/articles?id=10.1257/aer.p20161029,"https://dash.harvard.edu/bitstream/handle/1/29429082/chalfin,et-al_productivity-and-selection.pdf?sequence=1",158
Machine learning in additive manufacturing: State-of-the-art and perspectives,"C Wang, XP Tan, SB Tor, CS Lim",2020,https://www.sciencedirect.com/science/article/pii/S2214860420309106,n/a,158
Advances and opportunities in machine learning for process data analytics,"SJ Qin, LH Chiang",2019,https://www.sciencedirect.com/science/article/pii/S0098135419302248,n/a,158
"Perspectives on the impact of machine learning, deep learning, and artificial intelligence on materials, processes, and structures engineering","DM Dimiduk, EA Holm, SR Niezgoda",2018,https://link.springer.com/article/10.1007/s40192-018-0117-8,https://link.springer.com/article/10.1007/s40192-018-0117-8,158
Machine learning for cognitive network management,"S Ayoubi, N Limam, MA Salahuddin…",2018,https://ieeexplore.ieee.org/abstract/document/8255757/,http://nsm1.cs.uwaterloo.ca/rboutaba/Papers/Journals/2018/AyoubiCOMMAG18.pdf,157
Introduction to statistical machine learning,M Sugiyama,2015,https://books.google.com/books?hl=en&lr=lang_en&id=4YsdCAAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning&ots=Kjpof1Ohsm&sig=q8wbOenpLjkUEYyviZi181mScTU,n/a,157
Exploring machine learning methods to automatically identify students in need of assistance,"A Ahadi, R Lister, H Haapala…",2015,https://dl.acm.org/doi/abs/10.1145/2787622.2787717,https://opus.lib.uts.edu.au/bitstream/10453/37496/5/2015_08_ICER_AhadiEtAl_ExploringMachineLearningMethods_AcceptedManuscript.pdf,157
Missing data problems in machine learning,B Marlin,2008,https://www.bac-lac.gc.ca/eng/services/theses/Pages/item.aspx?idNumber=755208486,https://central.bac-lac.gc.ca/.item?id=NR57898&op=pdf&app=Library&oclc_number=755208486,157
Probability for statistics and machine learning: fundamentals and advanced topics,A DasGupta,2011,https://link.springer.com/book/10.1007/978-1-4419-9634-3,http://www.stat.purdue.edu/~dasgupta/tocv2.pdf,155
Troubling trends in machine learning scholarship,"ZC Lipton, J Steinhardt",2018,https://arxiv.org/abs/1807.03341,https://arxiv.org/pdf/1807.03341.pdf?ref=https://githubhelp.com,154
"Machine learning refined: Foundations, algorithms, and applications","J Watt, R Borhani, AK Katsaggelos",2020,https://books.google.com/books?hl=en&lr=lang_en&id=RJgoEAAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning&ots=uF-MdqZ8Gw&sig=sI5mwOlVVjtTRDkmwsQVVEjbuJg,n/a,154
On formalizing fairness in prediction with machine learning,"P Gajane, M Pechenizkiy",2017,https://arxiv.org/abs/1710.03184,https://arxiv.org/pdf/1710.03184.pdf?ref=hackernoon.com,154
Quantifying the carbon emissions of machine learning,"A Lacoste, A Luccioni, V Schmidt, T Dandres",2019,https://arxiv.org/abs/1910.09700,https://arxiv.org/pdf/1910.09700?ref=https://githubhelp.com,153
Machine learning-based prediction of COVID-19 diagnosis based on symptoms,"Y Zoabi, S Deri-Rozov, N Shomron",2021,https://www.nature.com/articles/s41746-020-00372-6,https://www.nature.com/articles/s41746-020-00372-6,152
Machine learning for computational heterogeneous catalysis,"P Schlexer Lamoureux, KT Winther…",2019,https://chemistry-europe.onlinelibrary.wiley.com/doi/abs/10.1002/cctc.201900595,https://chemistry-europe.onlinelibrary.wiley.com/doi/am-pdf/10.1002/cctc.201900595,151
Ten challenges in advancing machine learning technologies toward 6G,"N Kato, B Mao, F Tang, Y Kawamoto…",2020,https://ieeexplore.ieee.org/abstract/document/9061001/,n/a,151
An introduction to machine learning,"G Rebala, A Ravi, S Churiwala",2019,https://books.google.com/books?hl=en&lr=lang_en&id=u8OWDwAAQBAJ&oi=fnd&pg=PR6&dq=machine+learning&ots=humJQ_XBOS&sig=n3kshZ9iBdhIQbV1OKUmdM5XfIg,n/a,150
Machine learning in a quantum world,"E Aïmeur, G Brassard, S Gambs",2006,https://link.springer.com/chapter/10.1007/11766247_37,n/a,149
An analytical method for diseases prediction using machine learning techniques,"M Nilashi, O bin Ibrahim, H Ahmadi…",2017,https://www.sciencedirect.com/science/article/pii/S0098135417302570,n/a,149
An integrated machine learning approach to stroke prediction,"A Khosla, Y Cao, CCY Lin, HK Chiu, J Hu…",2010,https://dl.acm.org/doi/abs/10.1145/1835804.1835830,http://people.csail.mit.edu/khosla/papers/kdd2010.pdf,148
Breast cancer classification using machine learning,"M Amrane, S Oukid, I Gagaoua…",2018,https://ieeexplore.ieee.org/abstract/document/8391453/,n/a,148
Data management challenges in production machine learning,"N Polyzotis, S Roy, SE Whang…",2017,https://dl.acm.org/doi/abs/10.1145/3035918.3054782,https://dl.acm.org/doi/pdf/10.1145/3035918.3054782,147
Machine learning techniques to examine large patient databases,"G Meyfroidt, F Güiza, J Ramon…",2009,https://www.sciencedirect.com/science/article/pii/S1521689608000839,https://lirias.kuleuven.be/retrieve/62703,145
Informed Machine Learning--A Taxonomy and Survey of Integrating Knowledge into Learning Systems,"L von Rueden, S Mayer, K Beckh, B Georgiev…",2019,https://arxiv.org/abs/1903.12394,https://arxiv.org/pdf/1903.12394,145
Machine learning: a guide to current research,"TM Mitchell, JG Carbonell, RS Michalski",1986,https://books.google.com/books?hl=en&lr=lang_en&id=I5GcpyPx3RwC&oi=fnd&pg=PR11&dq=machine+learning&ots=obv1Hpsx_i&sig=JDTCUWBImYnLafV2D3N2rRkQ2Oc,n/a,144
Coronavirus disease (COVID-19) cases analysis using machine-learning applications,"AS Kwekha-Rashid, HN Abduljabbar, B Alhayani",2021,https://link.springer.com/article/10.1007/s13204-021-01868-7,https://link.springer.com/article/10.1007/s13204-021-01868-7,144
Machine learning: supervised methods,"D Bzdok, M Krzywinski, N Altman",2018,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6082635/,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6082635/,143
Chiron: Privacy-preserving machine learning as a service,"T Hunt, C Song, R Shokri, V Shmatikov…",2018,https://arxiv.org/abs/1803.05961,https://arxiv.org/pdf/1803.05961,143
Machine learning methods for data-driven turbulence modeling,"ZJ Zhang, K Duraisamy",2015,https://arc.aiaa.org/doi/pdf/10.2514/6.2015-2460,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/140521/6.2015-2460.pdf?sequence=1,143
Web Mining: Machine Learning for Web,"H Chen, M Chau",2003,https://books.google.com/books?hl=en&lr=lang_en&id=UK3HcW-R7l8C&oi=fnd&pg=PA289&dq=machine+learning&ots=frDUYz8Q-0&sig=7mNeKp8MPeMsDFkIL36vcOJi03k,http://www.business.hku.hk/~mchau/papers/WebMining.pdf,143
Machine learning methods for better water quality prediction,"AN Ahmed, FB Othman, HA Afan, RK Ibrahim…",2019,https://www.sciencedirect.com/science/article/pii/S0022169419308194,https://researchportal.hw.ac.uk/files/25358504/HYDROL31796R1_2_.pdf,143
Machine learning in the air,"D Gündüz, P de Kerret, ND Sidiropoulos…",2019,https://ieeexplore.ieee.org/abstract/document/8839651/,https://ieeexplore.ieee.org/ielaam/49/8839628/8839651-aam.pdf,142
Solving the electronic structure problem with machine learning,"A Chandrasekaran, D Kamal, R Batra, C Kim…",2019,https://www.nature.com/articles/s41524-019-0162-7,https://www.nature.com/articles/s41524-019-0162-7,142
A snapshot of the frontiers of fairness in machine learning,"A Chouldechova, A Roth",2020,https://dl.acm.org/doi/abs/10.1145/3376898,https://dl.acm.org/doi/pdf/10.1145/3376898,142
A brief introduction to machine learning for engineers,O Simeone,2018,http://www.nowpublishers.com/article/Details/SIG-102,https://www.nowpublishers.com/article/DownloadSummary/SIG-102,142
Machine learning at central banks,"C Chakraborty, A Joseph",2017,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3031796,https://www.bankofengland.co.uk/-/media/boe/files/working-paper/2017/machine-learning-at-central-banks.pdf,141
Machine learning and complex biological data,"C Xu, SA Jackson",2019,https://link.springer.com/article/10.1186/s13059-019-1689-0,https://link.springer.com/article/10.1186/s13059-019-1689-0,141
Machine learning in energy economics and finance: A review,"H Ghoddusi, GG Creamer, N Rafizadeh",2019,https://www.sciencedirect.com/science/article/pii/S0140988319301513,https://www.researchgate.net/profile/German-Creamer/publication/329054965_Machine_Learning_in_Energy_Economics_and_Finance_A_Review/links/5e2d38054585150ee7836bcf/Machine-Learning-in-Energy-Economics-and-Finance-A-Review.pdf,140
First-order and stochastic optimization methods for machine learning,G Lan,2020,https://link.springer.com/content/pdf/10.1007/978-3-030-39568-1.pdf,n/a,139
Data Validation for Machine Learning.,"E Breck, N Polyzotis, S Roy, S Whang, M Zinkevich",2019,https://proceedings.mlsys.org/book/2019/file/5878a7ab84fb43402106c575658472fa-Paper.pdf,https://proceedings.mlsys.org/book/2019/file/5878a7ab84fb43402106c575658472fa-Paper.pdf,138
Machine learning in banking risk management: A literature review,"M Leo, S Sharma, K Maddulety",2019,https://www.mdpi.com/422530,https://www.mdpi.com/2227-9091/7/1/29/pdf,138
Machine-learning method for quality of transmission prediction of unestablished lightpaths,"C Rottondi, L Barletta, A Giusti…",2018,https://www.osapublishing.org/abstract.cfm?uri=jocn-10-2-A286,https://www.osapublishing.org/jocn/fulltext.cfm?uri=jocn-10-2-A286,138
Cybersecurity data science: an overview from machine learning perspective,"IH Sarker, ASM Kayes, S Badsha, H Alqahtani…",2020,https://link.springer.com/article/10.1186/s40537-020-00318-5,https://link.springer.com/article/10.1186/s40537-020-00318-5,138
Introducing machine learning concepts with WEKA,"TC Smith, E Frank",2016,https://link.springer.com/protocol/10.1007/978-1-4939-3578-9_17,https://researchcommons.waikato.ac.nz/bitstream/handle/10289/13170/SmithFrankWEKAchapter2015withRefs.pdf?sequence=79,138
A machine learning-based method for the large-scale evaluation of the qualities of the urban environment,"L Liu, EA Silva, C Wu, H Wang",2017,https://www.sciencedirect.com/science/article/pii/S0198971516301831,https://www.sciencedirect.com/science/article/pii/S0198971516301831,138
Applying machine learning toward an automatic classification of it,R Evans,2001,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.883.5118&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.883.5118&rep=rep1&type=pdf,137
What is machine learning? A primer for the epidemiologist,"Q Bi, KE Goodman, J Kaminsky…",2019,https://academic.oup.com/aje/article-abstract/188/12/2222/5567515,n/a,136
Privacy-preserving machine learning as a service.,"E Hesamifard, H Takabi, M Ghasemi…",2018,https://inspire.cse.unt.edu/sites/default/files/1.pdf,https://inspire.cse.unt.edu/sites/default/files/1.pdf,136
Machine learning–accelerated computational fluid dynamics,"D Kochkov, JA Smith, A Alieva…",2021,https://www.pnas.org/content/118/21/e2101784118.short,https://www.pnas.org/content/pnas/118/21/e2101784118.full.pdf,135
Machine learning in the string landscape,"J Carifio, J Halverson, D Krioukov…",2017,https://link.springer.com/article/10.1007/JHEP09(2017)157,https://link.springer.com/content/pdf/10.1007/JHEP09%282017%29157.pdf,135
Machine learning: applications of artificial intelligence to imaging and diagnosis,"JA Nichols, HW Herbert Chan, MAB Baker",2019,https://link.springer.com/article/10.1007/s12551-018-0449-9,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6381354/,134
Machine learning techniques and drug design,"JC Gertrudes, VG Maltarollo, RA Silva…",2012,https://www.ingentaconnect.com/content/ben/cmc/2012/00000019/00000025/art00007,https://www.researchgate.net/profile/Jadson-Castro-Gertrudes/publication/230566473_Machine_Learning_Techniques_and_Drug_Design/links/0c9605203a921a31e0000000/Machine-Learning-Techniques-and-Drug-Design.pdf,134
Machine-learning techniques and their applications in manufacturing,"DT Pham, AA Afify",2005,https://journals.sagepub.com/doi/abs/10.1243/095440505X32274,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1013.5861&rep=rep1&type=pdf,133
